key,title,year,authors,reviewer1_decision,ai_decision,ai_reason,agreement
rayyan-486160501,A retrospective analysis of trabectedin infusion by peripherally inserted central venous catheters: a multicentric Italian experience.,,Martella F and Salutari V and Marchetti C and Pisano C and Di Napoli M and Piett,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160502,Sequential percutaneous closure of mitral prosthetic paravalvular leak and complex communicating pseudoaneurysms of the ascending aorta and subvalvar ,,Tretter JT and Latson LA Jr and McElhinney DB,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160503,In-line positioning of ultrasound images using wireless remote display system with tablet computer facilitates ultrasound-guided radial artery cathete,,Tsuchiya M and Mizutani K and Funai Y and Nakamoto T,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160504,Dutch randomized trial comparing standard catheter-directed thrombolysis and ultrasound-accelerated thrombolysis for arterial thromboembolic infraingu,,Schrijver AM and van Leersum M and Fioole B and Reijnen MM and Hoksbergen AW and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160505,Complications of transbrachial arterial access for peripheral endovascular interventions.,,Treitl KM and Konig C and Reiser MF and Treitl M,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160506,Ulnar artery compression: a feasible and effective approach to prevent the radial artery occlusion after coronary intervention.,,Tian J and Chu YS and Sun J and Jiang TM,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160507,Infected patent foramen ovale (PFO).,,Butler TC and Sedgwick J and Platts D and Burstow DJ and Seaton D,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160508,Venous in-stent thrombosis treated by ultrasound accelerated catheter directed thrombolysis.,,Strijkers RH and de Wolf MA and Arnoldussen CW and Timbergen MJ and de Graaf R a,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160509,Complications of peripherally inserted central catheters in adults with cystic fibrosis or bronchiectasis.,,Dupont C and Gouya H and Panzo R and Hubert D and Correas JM and Agrario L and C,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160510,Ultrasound-guided catheter-directed foam sclerotherapy for great saphenous vein.,,Kurdal AT and Yildirim F and Ozbakkaloglu A and Iskesen I and Tetik O,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160511,Hemodynamic monitoring in the intensive care unit: a Brazilian perspective.,,Dias FS and Rezende EA and Mendes CL and Silva JM Jr and Sanches JL,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160512,[Clinical application of totally implantable central venous port].,,Sun Y and Zhou T and Li Y and Wang J and Jiao J and Wang H and Geng C,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160513,Standardized radial approach reduces access site complications: a prospective observational registry.,,Markovic S and Imhof A and Kunze M and Rottbauer W and Wohrle J,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160514,"A prospective, randomized comparison of three different types of valved and non-valved peripherally inserted central catheters.",,Pittiruti M and Emoli A and Porta P and Marche B and DeAngelis R and Scoppettuol,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160515,Radial access during percutaneous interventions in patients with acute coronary syndromes: should we routinely monitor radial artery patency by ultras,,Lisowska A and Knapp M and Tycinska A and Sielatycki P and Sawicki R and Kralisz,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160516,Acute brachial artery thrombosis in a neonate caused by a peripheral venous catheter.,,Berzel S and Stegemann E and Hertfelder HJ and Schneider K and Hepping N,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160517,Fractures of totally implantable central venous ports: more than fortuity. A three-year single center experience.,,Balsorano P and Galducci G and De Fanti I and Evans SK and De Gaudio AR and Pela,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160518,Difficult peripheral venous access: clinical evaluation of a catheter inserted with the Seldinger method under ultrasound guidance.,,Meyer P and Cronier P and Rousseau H and Vicaut E and Choukroun G and Chergui K ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160519,Peripherally inserted central catheter (PICC)-related thrombosis in critically ill patients.,,Zochios V and Umar I and Simpson N and Jones N,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160520,Percutaneous retrograde transfemoral closure of mitral paravalvular leak in 3 patients without construction of an arteriovenous wire loop.,,Kilic T and Sahin T and Ural E,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160521,[Medial venous catheter or midline (MVC)].,,Carrero Caballero MC and Montealegre Sanz M and Cubero Perez MA,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160522,[Assertiveness and peripheral intravenous catheters dwell time with ultrasonography-guided insertion in children and adolescents].,,Avelar AF and Peterlini MA and da Pedreira ML,INCLUDE,MAYBE,USG vs landmark PIVC with post-insertion data but unclear study design,AGREE
rayyan-486160523,Blockade of tubal patency following transcervical administration of polidocanol foam: initial studies in rhesus macaques.,,Jensen JT and Hanna C and Yao S and Micks E and Edelman A and Holden L and Slayd,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160524,Is ultrasound-guided central venous port placement effective to avoid pinch-off syndrome?,,Tamura A and Sone M and Ehara S and Kato K and Tanaka R and Nakasato T and Itaba,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160525,"Frequency, pattern, and cause of fever following transfemoral transcatheter aortic valve implantation.",,Leshem-Rubinow E and Amit S and Steinvil A and Ben-Assa E and Abramowitz Y and K,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160526,Transcatheter device occlusion of a large pulmonary arteriovenous fistula by exit closure: the road less travelled.,,Thakkar BM and Shah J and Shukla A,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160527,Peripherally inserted central catheter thrombosis--reverse tapered versus nontapered catheters: a randomized controlled study.,,Itkin M and Mondshein JI and Stavropoulos SW and Shlansky-Goldberg RD and Soulen,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160528,Catheter-directed foam sclerotherapy of great saphenous veins in combination with pre-treatment reduction of the diameter employing the principals of ,,Devereux N and Recke AL and Westermann L and Recke A and Kahle B,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160529,Something's missing: peripheral intravenous catheter fracture.,,Glassberg E and Lending G and Abbou B and Lipsky AM,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160530,Safety and feasibility of a novel vascular closure device in neurointerventional procedures.,,Taha A and Walsh EK and Wright KA and Ahmed I and Supakul N and Awwad EE and Tej,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160531,"Venous International Assessment, VIA scale, validated classification procedure for the peripheral venous system.",,de la Torre-Montero JC and Montealegre-Sanz M and Faraldo-Cabana A and Oliva-Pel,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160532,Experimental study of underwater transmission characteristics of high-frequency 30 MHz polyurea ultrasonic transducer.,,Nakazawa M and Aoyagi T and Tabaru M and Nakamura K and Ueha S,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160533,"A randomised, controlled trial comparing the long-term effects of peripherally inserted central catheter placement in chemotherapy patients using B-mo",,Li J and Fan YY and Xin MZ and Yan J and Hu W and Huang WH and Lin XL and Qin HY,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160534,Tunneled peritoneal drainage catheter placement for refractory ascites: single-center experience in 188 patients.,,Lungren MP and Kim CY and Stewart JK and Smith TP and Miller MJ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160535,Direct sonographic-guided superior gluteal artery access for treatment of a previously treated expanding internal iliac artery aneurysm.,,Herskowitz MM and Walsh J and Jacobs DT,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160536,An unnoticed retained cannula fragment in the radial artery: Should ultrasound investigation be included in guidelines?,,Nielsen JH and Thomsen AB and Thomsen NO,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160537,A novel biodegradable stent applicable for use in congenital heart disease: bench testing and feasibility results in a rabbit model.,,Veeram Reddy SR and Welch TR and Wang J and Bernstein F and Richardson JA and Fo,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160538,[Inadvertent peripheral nerve catheter shearing occurring during ultrasound guidance].,,Guerci P and Novy E and Guibert J and Vial F and Malinovsky JM and Bouaziz H,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160539,Pregnancy after catheter-directed thrombolysis for acute iliofemoral deep venous thrombosis.,,Jorgensen M and Broholm R and Baekgaard N,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160540,Pseudoaneurysm a rare complication of transradial cardiac catheterization: a case report.,,Bhat T and Bhat H and Teli S and Rajiv B and Akhtar M and Gala B,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160541,"Peripherally inserted central catheters in infants and children - indications, techniques, complications and clinical recommendations.",,Westergaard B and Classen V and Walther-Larsen S,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160542,Transfemoral and transseptal valve-in-valve implantation into a failing mitral xenograft with a balloon-expandable biological valve.,,Schaefer U and Frerker C and Schewel D and Thielsen T and Meincke F and Kreidel ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160543,Necessity and risks of arterial blood sampling in healthy volunteer studies.,,Oertel BG and Vermehren J and Zimmermann M and Huynh TT and Doehring A and Ferre,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160544,"Catheter-related complications in cancer patients on home parenteral nutrition: a prospective study of over 51,000 catheter days.",,Cotogni P and Pittiruti M and Barbero C and Monge T and Palmo A and Boggio Berti,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160545,Comparison of complications of peripherally inserted central catheters with ultrasound guidance or conventional methods in cancer patients.,,Gong P and Huang XE and Chen CY and Liu JH and Meng AF and Feng JF,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160546,Chronic radial artery occlusion after transradial catheterization. Re-canalization via an ipsilateral ulnar artery.,,Skvaril J and Kockova R and Danickova K and Sedlon P,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160547,Feasibility and safety of vascular closure devices in an antegrade approach to either the common femoral artery or the superficial femoral artery.,,Gutzeit A and van Schie B and Schoch E and Hergan K and Graf N and Binkert CA,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160548,"Incidence, predictors, and implications of access site complications with transfemoral transcatheter aortic valve implantation.",,Van Mieghem NM and Tchetche D and Chieffo A and Dumonteil N and Messika-Zeitoun ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160549,Decrease in central venous catheter placement due to use of ultrasound guidance for peripheral intravenous catheters.,,Au AK and Rotte MJ and Grzybowski RJ and Ku BS and Fields JM,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160550,Bidirectional endovascular treatment for chronic total occlusive lesions of the femoropopliteal arterial segment using a hand-carried ultrasound devic,,Nishino M and Taniike M and Makino N and Kato H and Egami Y and Shutta R and Tan,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160551,Confirming extravasation from a peripheral venous catheter: another role for ultrasonography.,,Dolan J,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160552,A retained catheter fragment in radial artery caused by accidental catheter transection during arterial catheter removal.,,Moon SK and Gong JC and Kim JH and Lee KC and Kim HY and Choi EK and Lee MJ,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160553,Interventional catheterisation of stenotic or occluded systemic veins in children with or without congenital heart diseases: early results and interme,,Agnoletti G and Marini D and Bordese R and Villar AM and Gabbarini F,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160554,Update on totally implantable venous access devices.,,Zaghal A and Khalife M and Mukherji D and El Majzoub N and Shamseddine A and Hob,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160555,Catheter-directed foam sclerotherapy treatment of saphenous vein incompetence.,,Asciutto G and Lindblad B,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160556,"Medium-term results of ultrasonography-guided, catheter-assisted foam sclerotherapy of the long saphenous vein for treatment of varicose veins.",,Tan VK and Abidin SZ and Tan SG,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160557,Stent puncture for recanalization of occluded superficial femoral artery stents.,,Gandini R and Del Giudice C and Assako Ondo EP and Spano S and Stefanini M and S,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160558,Percutaneous fluoroscopically guided n-butyl cyanoacrylate (NBCA) injection for iatrogenic femoral arterial pseudoaneurysm under temporary balloon occ,,Nakai M and Sato M and Sanda H and Ikoma A and Kawai N and Minamiguchi H and Nak,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160559,Patency of femoral tunneled hemodialysis catheters and factors predictive of patency failure.,,Burton KR and Guo LL and Tan KT and Simons ME and Sniderman KW and Kachura JR an,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160560,Preterm infant with subdural hematoma from malpositioned scalp intravenous catheter.,,Means SW and Spampinato MV and Rao AG and Hill JG,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160561,"The effect of vessel depth, diameter, and location on ultrasound-guided peripheral intravenous catheter longevity.",,Fields JM and Dean AJ and Todman RW and Au AK and Anderson KL and Ku BS and Pine,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160562,A palpable pulse does not exclude radial artery occlusion in patients with previous arterial cannulation.,,Khoueiry G and Geha F and Meghani M and Abi Rafeh N and Azab B and Malpeso JV,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160563,The pulmonary artery pulsatility index identifies severe right ventricular dysfunction in acute inferior myocardial infarction.,,Korabathina R and Heffernan KS and Paruchuri V and Patel AR and Mudd JO and Prut,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160564,Transarterial Medtronic CoreValve system implantation for degenerated surgically implanted aortic prostheses.,,Descoutures F and Himbert D and Radu C and Iung B and Cueff C and Messika-Zeitou,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160565,The short- and medium-term results of transcatheter closure of atrial septal defect with severe pulmonary arterial hypertension.,,Huang ZW and Fan ZX and Sun JT and Li WM and Gao YQ and Quan YH and Geng YM and ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160566,Hemidiaphragmatic paralysis in preterm neonates: a rare complication of peripherally inserted central catheter extravasation.,,Tosello B and Michel F and Merrot T and Chaumoitre K and Hassid S and Lagier P a,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160567,Standard-length catheters vs long catheters in ultrasound-guided peripheral vein cannulation.,,Elia F and Ferrari G and Molino P and Converso M and De Filippi G and Milan A an,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160568,Two-dimensional intravascular near-infrared fluorescence molecular imaging of inflammation in atherosclerosis and stent-induced vascular injury.,,Jaffer FA and Calfon MA and Rosenthal A and Mallas G and Razansky RN and Mauskap,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160569,The electrocardiographic method for positioning the tip of central venous catheters.,,Pittiruti M and La Greca A and Scoppettuolo G,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160570,Treatment of chronic venous stent occlusion with a Wildcat catheter.,,Smeds MR and Jacobs DL,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160571,Simultaneous arterial and venous ultrasound-assisted thrombolysis for phlegmasia cerulea dolens.,,Khan IR and Reeves JG and Riesenman PJ and Kasirajan K,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160572,Femoral artery catheterization in neonates and infants.,,Dumond AA and da Cruz E and Almodovar MC and Friesen RH,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160573,Efficacy and safety of transient ulnar artery compression to recanalize acute radial artery occlusion after transradial catheterization.,,Bernat I and Bertrand OF and Rokyta R and Kacer M and Pesek J and Koza J and Smi,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160574,Does ultrasound-guided lidocaine injection improve local anaesthesia before femoral artery catheterization?,,Spiliopoulos S and Katsanos K and Diamantopoulos A and Karnabatidis D and Siabli,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160575,Serial cardiac influence of volume overload induced by interventional therapy for central venous stenosis or occlusion in chronic hemodialysis patient,,Horita Y and Namura M and Ikeda M and Tsuchiya T and Terai H and Fukuoka R and T,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160576,Catheter-directed thrombolysis with a continuous infusion of low-dose urokinase for non-acute deep venous thrombosis of the lower extremity.,,Gao B and Zhang J and Wu X and Han Z and Zhou H and Dong D and Jin X,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160577,Complications of peripheral nerve blocks.,,Jeng CL and Torrillo TM and Rosenblatt MA,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160578,Umbilical venous catheter complication in an infant with left-sided congenital diaphragmatic hernia: extravasation owing to hepatic vein catheterizati,,Raisanen P and Cassel I and Martin G and Graziano K,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160579,Compression assisted by removable coils as a new treatment for iatrogenic femoral pseudoaneurysms.,,Bellmunt S and Dilme J and Barros A and Escudero JR,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160580,Percutaneous transluminal dilatation of inadvertent partial or complete occlusion of the femoral artery caused by Angio-Seal deployment for puncture s,,Brueck M and Bandorski D and Rauber K and Boening A,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160581,Persistent left superior vena cava connected through the left upper pulmonary vein to the left atrium: an unusual pathway for paradoxical embolization,,Hutyra M and Skala T and Sanak D and Novotny J and Kocher M and Taborsky M,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160582,Kodamaea ohmeri fungemia in an immunocompetent patient treated with micafungin: case report and review of the literature.,,Shaaban H and Choo HF and Boghossian J and Perez G,EXCLUDE,EXCLUDE,Non-eligible publication type,AGREE
rayyan-486160583,Removal of pulmonary artery catheter knotted during placement by using transesophageal echocardiography.,,Yuan H and Lee E and Patel A,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160584,Peripherally placed totally implantable venous-access port systems of the forearm: clinical experience in 763 consecutive patients.,,Goltz JP and Scholl A and Ritter CO and Wittenberg G and Hahn D and Kickuth R,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160585,Endovascular treatment of complications of femoral arterial access.,,Tsetis D,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160586,Ultrasonography-guided peripheral intravenous catheter survival in ED patients with difficult access.,,Dargin JM and Rebholz CM and Lowenstein RA and Mitchell PM and Feldman JA,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160587,"Sub-piexl methods for improving vector quality in echo PIV flow, imaging technology.",,Niu L and Wang J and Qian M and Zheng H,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160588,Safety and short-term outcomes following controlled blunt microdissection revascularization of symptomatic arterial occlusions of the pelvis and lower,,Thatipelli MR and Misra S and Sanikommu SR and Schainfeld RM and Soukas PA,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160589,Hemodynamic impact of a positive end-expiratory pressure setting in acute respiratory distress syndrome: importance of the volume status.,,Fougeres E and Teboul JL and Richard C and Osman D and Chemla D and Monnet X,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160590,Radial artery cannulation: a comprehensive review of recent anatomic and physiologic investigations.,,Brzezinski M and Luisetti T and London MJ,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160591,Long-term results using catheter-directed thrombolysis in 103 lower limbs with acute iliofemoral venous thrombosis.,,Baekgaard N and Broholm R and Just S and Jorgensen M and Jensen LP,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160592,Ultrasound-guided peripheral intravenous access in the intensive care unit.,,Gregg SC and Murthi SB and Sisley AC and Stein DM and Scalea TM,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160593,Central vein dilatation prior to concomitant port implantation.,,Krombach GA and Plumhans C and Goerg F and Gunther RW,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160594,"The impact of two arterial catheters, different in diameter and length, on postcannulation radial artery diameter, blood flow, and occlusion in athero",,Eker HE and Tuzuner A and Yilmaz AA and Alanoglu Z and Ates Y,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160595,"ESPEN Guidelines on Parenteral Nutrition: central venous catheters (access, care, diagnosis and therapy of complications).",,Pittiruti M and Hamilton H and Biffi R and MacFie J and Pertkiewicz M,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160596,Echocardiographic diagnosis of pulmonary artery occlusion pressure elevation during weaning from mechanical ventilation.,,Lamia B and Maizel J and Ochagavia A and Chemla D and Osman D and Richard C and ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160597,Ultrasound guided location and removal of retained arterial cannula fragment.,,Moody C and Bhimarasetty C and Deshmukh S,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160598,Left ventricular assist via percutaneous transhepatic transseptal cannulation in swine.,,Lim DS and Cortese CJ and Loree AN and Dean DA and Svitek RG,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160599,[Access for starting kidney replacement therapy: vascular and peritoneal temporal access in pre-dialysis].,,Rodriguez CR and Bardon Otero E and Vila Paz ML,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160600,[Subintimal recanalisation of chronic superficial femoral artery occlusion with the use of a re-entry system].,,Latacz P and Pieniazek P and Rostoff P and Musialek P and Gackowski A and Piwowa,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160601,Vascular access in oncology patients.,,Gallieni M and Pittiruti M and Biffi R,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160602,"[Field 6. Safety practices for haemodynamic procedures (administration of vasoactive drugs, vascular and cardiac catheterization). French-speaking Soc",,Monnet X and Lefrant JY and Teboul JL,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160603,[A clinical trial of using antiplatelet therapy to prevent restenosis following peripheral artery angioplasty and stenting].,,Tan JY and Shi WH and He J and Zhu L and Wang TP and Yu B,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160604,Success of ultrasound-guided peripheral intravenous access with skin marking.,,Resnick JR and Cydulka RK and Donato J and Jones RA and Werner SL,EXCLUDE,MAYBE,USG vs landmark PIVC with post-insertion data but unclear study design,DISAGREE
rayyan-486160605,The efficacy of upper arm placement of peripherally inserted central catheters using bedside ultrasound and microintroducer technique.,,Nichols I and Humphrey JP,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160606,Transcatheter treatment for systemic-to-pulmonary artery shunt obstruction in infants and children.,,Gillespie MJ and Rome JJ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160607,Use of StarClose for brachial artery closure after percutaneous endovascular interventions.,,Puggioni A and Boesmans E and Deloose K and Peeters P and Bosiers M,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160608,CT angiography is cost-effective for confirmation of internal carotid artery occlusions.,,Brown DL and Hoffman SN and Jacobs TL and Gruis KL and Johnson SL and Chernew ME,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160609,The use of a re-entry catheter in recanalization of chronic inflow occlusions of the common iliac artery.,,Ramjas G and Thurley P and Habib S,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160610,Endovenous laser treatment of the small saphenous vein with a 980-nm diode laser: early results.,,Park SJ and Yim SB and Cha DW and Kim SC and Lee SH,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160611,Complications associated with the arterial puncture closure device--Angio-Seal.,,Kadner A and Schmidli J and Schwegler I and Dick F and Schonhoff F and Carrel T ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160612,Transradial access in an occluded radial artery: new technique.,,Pancholy SB,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160613,[Endovascular embolization of ovarian veins in varicose disease of the small-pelvic veins].,,Shipovskii VN and Kapranov SA and Gavrilov SG,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160614,Rare case of persistent left superior vena cava to left upper pulmonary vein: pathway for paradoxical embolization and development of transient ischem,,Recto MR and Sadlo H and Sobczyk WL,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160615,Mid-term results of peripheric cannulation after port-access surgery.,,Sagbas E and Caynak B and Duran C and Sen O and Kabakci B and Sanisoglu I and Ak,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160616,Multicenter safety and efficacy analysis of assisted closure after antegrade arterial punctures using the StarClose device.,,Williams RE and Angel CY and Bourkaib R and Brenot P and Commeau P and Fisher RK,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486160617,Implantation of permanent jugular catheters in patients on regular dialysis treatment: ten years' experience.,,Ervo S and Cavatorta F and Zollo A,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486160618,Treatment of postcatheterization femoral arteriovenous fistulas with simple prolonged bandaging.,,Zhou T and Liu ZJ and Zhou SH and Shen XQ and Liu QM and Fang ZF and Hu XQ and L,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
